Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images
2024-07-05 15:00:00,15:00:00,CNR5216290013,Canceled by Driver, CID771419 ,MINI, Majestic ,Basavanagudi,,,, Personal & Car related issue ,,,339.0,,0.0,,,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/3202/3202926.PNG
2024-07-22 14:57:00,14:57:00,CNR7250587288,Success,CID184411,eBike,KR Puram,Cox Town,42.0,120.0,,,No,,344.0, UPI ,29.0,4.2,3.1,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-10 12:45:00,12:45:00,CNR4864076564,Success, CID791447 ,Bike,RAJAJINAGAR,COX TOWN,280.0,95.0,,,NO,,2762.0,UPI,39.0,3.5,5.0,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-08 01:17:00,01:17:00, CNR8560067231 ,Success,CID189821, Mini ,Indiranagar,Padmanabhanagar,175.0,85.0,,,No,,136.0,UPI,4.0,3.4,4.6, https://cdn-icons-png.flaticon.com/128/3202/3202926.png 
2024-07-16 03:49:00,03:49:00,CNR7754896384,Canceled by Customer,CID761126,PRIME PLUS,RT NAGAR,Langford Town,,,DRIVER ASKED TO CANCEL,,,,274.0,,0.0,,, https://cdn-icons-png.flaticon.com/128/11409/11409716.png 
2024-07-19 10:47:00,10:47:00,CNR7486252813,Canceled by Customer,CID248507, eBike ,Magadi Road,Whitefield,,,Driver is not moving towards pickup location,,,,994.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-19 02:36:00,02:36:00,CNR8551511875,Success, CID667775 ,Prime SUV,MG Road, Shivajinagar ,301.0,110.0,,,No,,362.0,UPI,28.0,3.3,3.7,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/9983/9983204.PNG
2024-07-22 06:44:00,06:44:00,CNR8546078126, Success ,CID707703,eBike,WHITEFIELD,Rajarajeshwari Nagar,280.0,80.0,,, NO ,,2448.0,Credit Card,6.0,4.5,4.7,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/6839/6839867.PNG
2024-07-21 11:08:00,11:08:00,CNR2438658532, Canceled by Driver ,CID512837, AUTO ,Vijayanagar, Magadi Road ,,,,Customer related issue,,,2760.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-14 11:21:00,11:21:00,CNR8572068426,Success,CID462462,Prime SUV,Whitefield,Yelahanka,77.0,120.0,,,NO,,1982.0,UPI,46.0,3.7,3.8, https://cdn-icons-png.flaticon.com/128/9983/9983204.png 
2024-07-01 06:18:00,06:18:00,CNR1265353950,Success,CID486794,eBike, Bannerghatta Road , Cox Town ,70.0,125.0,,,No,,559.0,UPI,45.0,3.1,4.6,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/6839/6839867.PNG
2024-07-29 05:43:00,05:43:00,CNR3330432300,Success,CID674190,PRIME PLUS,JP Nagar,Shantinagar,147.0,110.0,,,No,,506.0,Cash,39.0,3.6,3.4, HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/11409/11409716.PNG 
2024-07-06 23:23:00,23:23:00,CNR4670649878,Success,CID898594,Auto,Rajajinagar,COX TOWN,91.0,115.0,,,No,,115.0, Cash ,15.0,4.1,4.1,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/16526/16526595.PNG
2024-07-10 02:31:00,02:31:00,CNR4010047192,Success,CID570777,PRIME SEDAN,Mysore Road,Rajarajeshwari Nagar,119.0,25.0,,,No,,1088.0,UPI,36.0,3.0,3.2, https://cdn-icons-png.flaticon.com/128/14183/14183770.png 
2024-07-28 20:30:00,20:30:00,CNR6639910727,SUCCESS,CID558857, EBIKE ,Hosur Road,Electronic City,49.0,120.0,,,No,,1139.0,UPI,29.0,4.0,4.8,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-15 19:55:00,19:55:00,CNR2484981599,Success,CID801397, Prime Plus ,Bellandur,Sarjapur Road,49.0,145.0,,, No ,,551.0,Cash,12.0,3.1,4.7,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-08 23:39:00,23:39:00,CNR5673223174,SUCCESS,CID205572,PRIME SUV,MG Road,RICHMOND TOWN,287.0,95.0,,,No,,288.0,Cash,22.0,3.7,4.1,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-05 02:22:00,02:22:00,CNR1666551785,Canceled by Customer,CID622077, Prime Sedan ,Chickpet,Shantinagar,,,Driver asked to cancel,,,,854.0,,0.0,,, https://cdn-icons-png.flaticon.com/128/14183/14183770.png 
2024-07-17 04:24:00,04:24:00,CNR7360886681,Success,CID430624,Bike,Mysore Road,YESHWANTHPUR,49.0,95.0,,, NO ,,437.0,Cash,10.0,4.4,3.7,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-21 09:23:00,09:23:00, CNR9454437280 ,Canceled by Driver,CID941303,EBIKE,Nagarbhavi, LANGFORD TOWN ,,,,Personal & Car related issue,,,552.0,,0.0,,, https://cdn-icons-png.flaticon.com/128/6839/6839867.png 
2024-07-15 08:47:00,08:47:00,CNR1187753320,Success, CID147259 , Prime Sedan ,Bellandur,PADMANABHANAGAR,154.0,85.0,,, YES ,Vehicle Breakdown,170.0,Cash,46.0,3.0,4.1,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
,,,,,,,,,,,,,,,,,,,
2024-07-12 05:51:00,05:51:00, CNR3577519196 ,Success,CID759784, Prime Plus ,PEENYA, Bannerghatta Road ,147.0,60.0,,,No,,843.0,UPI,1.0,4.9,3.9,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/11409/11409716.PNG
2024-07-25 15:38:00,15:38:00, CNR7752619907 ,Canceled by Driver,CID834211,Auto,Ramamurthy Nagar,Koramangala,,,,Personal & Car related issue,,,188.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-20 22:25:00,22:25:00,CNR2939853459,SUCCESS, CID572617 ,AUTO,Varthur,Yeshwanthpur,210.0,90.0,,,No,,932.0, CASH ,7.0,3.2,4.1,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-07 05:04:00,05:04:00,CNR4584378120,Success,CID932182,Bike,Yeshwanthpur,Bannerghatta Road,105.0,140.0,,, No ,,668.0,Cash,23.0,4.9,4.9,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-12 17:19:00,17:19:00,CNR3817239654,Success,CID322763,Bike,Shantinagar,Tumkur Road,196.0,85.0,,, No ,,650.0,Cash,4.0,4.9,4.6, https://cdn-icons-png.flaticon.com/128/9983/9983173.png 
2024-07-19 08:22:00,08:22:00,CNR5548862696,Success,CID786651, EBIKE ,Ulsoor, YELAHANKA ,91.0,120.0,,,No,,310.0, Cash ,42.0,3.7,3.5,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-30 08:01:00,08:01:00,CNR6561796100,Success, CID640135 ,eBike,MARATHAHALLI,MG Road,56.0,115.0,,, No ,,309.0,Cash,6.0,3.9,3.2,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-24 11:16:00,11:16:00,CNR3209675205,DRIVER NOT FOUND,CID194964, Prime Plus ,VIJAYANAGAR, RT Nagar ,,,,,,,175.0,,0.0,,,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/11409/11409716.PNG
2024-07-24 12:05:00,12:05:00,CNR4186798635,DRIVER NOT FOUND,CID878322,eBike,Basavanagudi,Hulimavu,Error,,,,,,1802.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-13 21:17:00,21:17:00,CNR8613044873,Success,CID823671,Prime Sedan,Hosur Road,RT Nagar,112.0,125.0,,,NO,,143.0,UPI,17.0,5.0,4.4,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-04 06:08:00,06:08:00,CNR2581170019,SUCCESS,CID230041,Prime Plus, Chickpet ,Chamarajpet,84.0,130.0,,, No ,,124.0,Cash,49.0,4.6,4.7,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/11409/11409716.PNG
2024-07-27 17:29:00,17:29:00,CNR3089245185, Success , CID919719 ,Bike,Kadugodi,VIJAYANAGAR,147.0,140.0,,,NO,,513.0,Cash,43.0,3.3,3.5, https://cdn-icons-png.flaticon.com/128/9983/9983173.png 
2024-07-12 17:38:00,17:38:00,CNR3663487410,Success, CID896927 , Prime Sedan ,Whitefield,PADMANABHANAGAR,140.0,45.0,,,No,,944.0,UPI,26.0,3.2,3.8, HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/14183/14183770.PNG 
2024-07-22 04:25:00,04:25:00,CNR6446585722,Canceled by Driver,CID953715,Auto,Hosur Road,Mysore Road,,,, More than permitted people in there ,,,167.0,,0.0,,, https://cdn-icons-png.flaticon.com/128/16526/16526595.png 
2024-07-23 09:32:00,09:32:00,CNR8719269877,SUCCESS,CID794023, PRIME SEDAN ,Bannerghatta Road,Yeshwanthpur,56.0,125.0,,,No,,1217.0,Cash,10.0,3.5,4.1, https://cdn-icons-png.flaticon.com/128/14183/14183770.png 
2024-07-14 09:49:00,09:49:00,CNR5641082819,Success,CID328843, Auto ,BANASHANKARI,Chamarajpet,Error,35.0,,,No,,490.0,Cash,14.0,4.6,4.0,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-19 06:42:00,06:42:00, CNR5212864411 ,Canceled by Customer,CID768970,Auto,Chickpet, Whitefield ,,, Change of plans ,,,,261.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-10 05:17:00,05:17:00,CNR2164995763,Success,CID812872,Prime SUV,Hennur,Frazer Town,231.0,50.0,,,No,,370.0,Cash,24.0,3.9,3.5,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-26 04:02:00,04:02:00,CNR9957288568,Canceled by Customer,CID706705,EBIKE, CHICKPET ,Malleshwaram,,,Driver is not moving towards pickup location,,,,349.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-09 15:49:00,15:49:00,CNR7212337930,SUCCESS,CID496826,eBike, Banashankari ,Magadi Road,56.0,110.0,,,No,,227.0,UPI,9.0,3.2,4.0, https://cdn-icons-png.flaticon.com/128/6839/6839867.png 
2024-07-14 14:43:00,14:43:00,CNR4688361701,Canceled by Customer,CID876744,Bike,Padmanabhanagar,Magadi Road,,, AC is Not working ,,,,459.0,,0.0,,,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/9983/9983173.PNG
2024-07-21 13:38:00,13:38:00, CNR2353334347 ,Canceled by Driver,CID100470,Prime SUV, RT Nagar , Padmanabhanagar ,,,,More than permitted people in there,,,423.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-23 23:41:00,23:41:00,CNR2559904362,Canceled by Driver, CID700853 ,EBIKE, ELECTRONIC CITY ,HSR Layout,,,,Customer was coughing/sick,,,151.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-25 21:58:00,21:58:00,CNR3371366874,Canceled by Customer,CID288595,Auto,Magadi Road,Yeshwanthpur,,,AC is Not working,,,,605.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-02 09:52:00,09:52:00,CNR7853857833,Success,CID425823,Mini, Mysore Road ,Richmond Town,168.0,50.0,,, No ,,257.0,UPI,47.0,3.3,3.8,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-22 04:08:00,04:08:00,CNR3772351425,Canceled by Driver, CID568969 ,Auto,Yelahanka,BASAVANAGUDI,,,,Customer related issue,,,315.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
,,,,,,,,,,,,,,,,,,,
2024-07-30 03:49:00,03:49:00,CNR5609036358, Success ,CID857942,Mini,BELLANDUR,Shivajinagar,42.0,135.0,,, NO ,,963.0,Cash,2.0,3.1,4.0,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-18 19:11:00,19:11:00,CNR6387951022,Canceled by Customer,CID661966,eBike,Chickpet, Frazer Town ,,,AC IS NOT WORKING,,,,436.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-27 02:32:00,02:32:00,CNR7902376344, CANCELED BY DRIVER ,CID544614,Auto,Magadi Road,Tumkur Road,,,,Customer related issue,,,250.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-13 19:19:00,19:19:00,CNR1465623812,Success,CID664077, Prime Sedan ,VARTHUR, CHICKPET ,154.0,95.0,,, No ,,292.0,Cash,30.0,3.2,5.0, HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/14183/14183770.PNG 
2024-07-31 02:16:00,02:16:00,CNR1628681677,SUCCESS,CID404083,Prime Sedan,Rajarajeshwari Nagar,Devanahalli,196.0,120.0,,, No ,,650.0,Cash,39.0,3.8,4.0,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-06 14:00:00,14:00:00,CNR4902370629,SUCCESS,CID130905,Bike, Vijayanagar ,Peenya,217.0,60.0,,,No,,376.0,UPI,24.0,3.5,3.4,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-18 12:37:00,12:37:00,CNR2655058634,Canceled by Customer,CID250665,Auto,HSR Layout,Mysore Road,,,Driver is not moving towards pickup location,,,,283.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-07 17:39:00,17:39:00,CNR2544479628,Success,CID972564, Mini , HSR Layout , Hulimavu ,196.0,45.0,,,No,,192.0, Cash ,30.0,4.6,4.0, HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/3202/3202926.PNG 
2024-07-19 15:53:00,15:53:00,CNR7514323612,SUCCESS,CID549687, Auto , Rajarajeshwari Nagar , Rajajinagar ,112.0,30.0,,,No,,308.0,Cash,10.0,3.8,5.0, https://cdn-icons-png.flaticon.com/128/16526/16526595.png 
2024-07-21 12:22:00,12:22:00, CNR2274676678 ,Success,CID676194,AUTO,MARATHAHALLI,Banashankari,133.0,120.0,,,No,,317.0,UPI,8.0,4.5,3.3,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-29 17:38:00,17:38:00, CNR3862027806 ,Success,CID363510,Prime Sedan, Ramamurthy Nagar ,Varthur,217.0,95.0,,, No ,,748.0,Cash,36.0,3.5,4.3,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/14183/14183770.PNG
2024-07-09 18:59:00,18:59:00,CNR8613915592,Success,CID562219, Prime Plus ,RT Nagar,Chamarajpet,301.0,135.0,,,NO,,251.0, CREDIT CARD ,14.0,3.7,3.9,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-25 19:31:00,19:31:00,CNR9087617563,Success,CID600636,Prime Plus, Hosur Road ,Kadugodi,42.0,25.0,,,NO,,995.0,Cash,33.0,4.2,4.1,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/11409/11409716.PNG
2024-07-27 20:48:00,20:48:00,CNR8325942108,Canceled by Driver,CID321541, Prime SUV ,Hennur, Hebbal ,,,,Customer related issue,,,365.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-24 12:59:00,12:59:00,CNR3096431463, CANCELED BY CUSTOMER ,CID400080,EBIKE,Electronic City,Peenya,,,Driver asked to cancel,,,,177.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-08 20:41:00,20:41:00, CNR2437550800 ,Success,CID709606, Mini ,Hulimavu,Indiranagar,210.0,80.0,,,NO,,158.0,Cash,35.0,3.9,4.0,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-13 22:46:00,22:46:00,CNR7889779438,Success,CID406650,AUTO,Shivajinagar, Sahakar Nagar ,238.0,95.0,,, No ,,133.0,UPI,11.0,3.1,3.6, HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/16526/16526595.PNG 
2024-07-03 03:23:00,03:23:00,CNR6409292778,Canceled by Customer,CID568036,Prime SUV,Kadugodi, Tumkur Road ,,,Driver asked to cancel,,,,348.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-14 20:45:00,20:45:00,CNR4015422474,CANCELED BY DRIVER,CID263005,MINI,HSR LAYOUT, Ulsoor ,,,,Customer related issue,,,176.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-11 04:33:00,04:33:00,CNR3467047522,SUCCESS,CID299149,Mini, Yeshwanthpur ,Bannerghatta Road,308.0,40.0,,,Yes,Customer Demand,245.0,Cash,44.0,3.9,4.8,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-27 11:29:00,11:29:00, CNR3435361879 ,CANCELED BY CUSTOMER,CID866217,PRIME SUV,MG Road,Koramangala,,,Wrong Address,,,,181.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-04 12:04:00,12:04:00,CNR4113294944,Canceled by Driver,CID976575,Prime Sedan,Jayanagar,Koramangala,,,,Personal & Car related issue,,,225.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-08 07:46:00,07:46:00,CNR7329654011,Success,CID504900,Prime Sedan,Marathahalli,Cox Town,133.0,110.0,,,NO,,528.0,Cash,29.0,4.9,4.1, https://cdn-icons-png.flaticon.com/128/14183/14183770.png 
2024-07-08 06:57:00,06:57:00,CNR2572855676,Canceled by Customer,CID571697,Prime Sedan,KAMMANAHALLI,PEENYA,,,Wrong Address,,,,195.0,,0.0,,, https://cdn-icons-png.flaticon.com/128/14183/14183770.png 
2024-07-13 01:33:00,01:33:00, CNR2958555662 ,Success,CID151940,Prime Sedan,Majestic, Peenya ,70.0,65.0,,,No,,286.0,Cash,26.0,3.6,4.6,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-04 05:30:00,05:30:00,CNR6711766591, Success ,CID698324, EBIKE ,Langford Town, Kammanahalli ,287.0,40.0,,,NO,,561.0,UPI,41.0,3.0,3.1,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-20 23:40:00,23:40:00, CNR1412515868 ,Driver Not Found, CID732315 ,Prime Plus,Banashankari,Hulimavu,,,,,,,394.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-26 17:36:00,17:36:00, CNR2481785600 ,Driver Not Found,CID696444,Mini,Nagarbhavi, Ramamurthy Nagar ,,,,,,,749.0,,0.0,,,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/3202/3202926.PNG
2024-07-28 19:08:00,19:08:00,CNR8676134404,DRIVER NOT FOUND,CID922543,Bike,SHANTINAGAR,Electronic City,,,,,,,485.0,,0.0,,, https://cdn-icons-png.flaticon.com/128/9983/9983173.png 
2024-07-23 03:20:00,03:20:00,CNR7747056121, Success ,CID221507,eBike, Sahakar Nagar ,Vijayanagar,287.0,90.0,,,No,,325.0,Cash,41.0,4.3,3.8,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-31 17:28:00,17:28:00,CNR8857268853,Success,CID407115,Prime Sedan,Mysore Road,Malleshwaram,301.0,85.0,,,NO,,217.0,Cash,1.0,4.3,3.0,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-14 08:19:00,08:19:00, CNR8849030445 ,Success,CID811179,Prime Sedan,Hebbal,Mysore Road,217.0,75.0,,,No,,276.0, Cash ,1.0,4.9,3.2,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-02 19:06:00,19:06:00, CNR9685803108 ,Driver Not Found,CID263898, Mini ,BTM Layout,Malleshwaram,,,,,,,568.0,,0.0,,, https://cdn-icons-png.flaticon.com/128/3202/3202926.png 
2024-07-22 15:51:00,15:51:00,CNR8145073603,Canceled by Driver,CID828971,Prime Sedan,Banashankari,Majestic,,,,Personal & Car related issue,,,155.0,,0.0,,,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/14183/14183770.PNG
2024-07-07 13:58:00,13:58:00,CNR3974837857,Success,CID456058,Prime Plus,BASAVANAGUDI,BASAVANAGUDI,287.0,35.0,,, No ,,141.0,UPI,8.0,4.9,4.3,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-04 19:14:00,19:14:00,CNR3088623146,Success,CID964723,Prime Plus,Kammanahalli,JP Nagar,217.0,25.0,,,NO,,789.0,CASH,43.0,4.9,3.8,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-12 22:55:00,22:55:00,CNR8277441522, Success ,CID171890,Mini,Peenya, Kadugodi ,147.0,55.0,,,No,,344.0,UPI,25.0,4.0,4.7,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-12 22:18:00,22:18:00,CNR4031909065, SUCCESS ,CID822121,Auto,Rajarajeshwari Nagar, Mysore Road ,154.0,100.0,,,Yes,Other Issue,833.0,UPI,5.0,3.1,3.2, https://cdn-icons-png.flaticon.com/128/16526/16526595.png 
2024-07-27 14:08:00,14:08:00,CNR3668974910,CANCELED BY CUSTOMER,CID315736,eBike,Ulsoor,Langford Town,,,Wrong Address,,,,222.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-08 05:11:00,05:11:00, CNR4367885736 , Canceled by Customer ,CID885135,eBike,Sahakar Nagar,HEBBAL,,,Driver is not moving towards pickup location,,,,1291.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-18 02:23:00,02:23:00, CNR9308078927 ,Canceled by Driver,CID378613,PRIME PLUS,RT Nagar,Rajarajeshwari Nagar,,,,Personal & Car related issue,,,141.0,,0.0,,,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/11409/11409716.PNG
2024-07-08 15:21:00,15:21:00,CNR4127277974, SUCCESS ,CID996998,PRIME SUV,Hebbal,Mysore Road,168.0,70.0,,,No,,420.0,CASH,45.0,3.1,4.2,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-16 15:45:00,15:45:00,CNR4172862496,DRIVER NOT FOUND,CID547441,Bike, MARATHAHALLI ,Magadi Road,,,,,,,201.0,,0.0,,,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/9983/9983173.PNG
2024-07-07 12:11:00,12:11:00,CNR2963938417,Success,CID303346,Auto,Sarjapur Road,KAMMANAHALLI,147.0,140.0,,,No,,359.0,Cash,13.0,4.2,4.6,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
,,,,,,,,,,,,,,,,,,,
2024-07-09 02:36:00,02:36:00,CNR1183677226, Success ,CID374291,Bike,KR PURAM,Vijayanagar,98.0,50.0,,,No,,150.0,CASH,39.0,3.3,4.6,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-10 21:59:00,21:59:00,CNR2039903888,Success,CID882408,Bike,TUMKUR ROAD,Kadugodi,259.0,145.0,,,No,,494.0,UPI,39.0,3.9,4.8,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
,,,,,,,,,,,,,,,,,,,
2024-07-13 04:44:00,04:44:00,CNR2662660069, Canceled by Driver ,CID873934, Mini ,Sahakar Nagar,JP NAGAR,,,,Customer was coughing/sick,,,171.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-21 05:28:00,05:28:00,CNR6233839953, Success ,CID133112,eBike,Ramamurthy Nagar,Hennur,126.0,80.0,,,No,,1295.0, CASH ,9.0,4.0,3.1,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
,,,,,,,,,,,,,,,,,,,
2024-07-21 00:17:00,00:17:00,CNR4139835060, Success ,CID275006,Prime SUV,Yelahanka,Ramamurthy Nagar,203.0,60.0,,,No,,127.0,UPI,36.0,4.7,4.2,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-27 19:42:00,19:42:00,CNR2728331194,Success,CID451491,Auto, Richmond Town ,HSR LAYOUT,294.0,70.0,,, No ,,106.0,Cash,10.0,3.3,4.2, https://cdn-icons-png.flaticon.com/128/16526/16526595.png 
2024-07-09 22:02:00,22:02:00,CNR9915034634,Canceled by Driver,CID771327,Prime Sedan,VARTHUR,Magadi Road,,,,Customer was coughing/sick,,,346.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-18 07:30:00,07:30:00,CNR7210121408,Success,CID888985,Auto,ULSOOR,Whitefield,147.0,70.0,,,No,,295.0,Cash,15.0,4.5,4.0, HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/16526/16526595.PNG 
2024-07-08 05:12:00,05:12:00,CNR1815334755,Canceled by Driver,CID254564,PRIME PLUS,KR Puram,HSR Layout,,,,Personal & Car related issue,,,196.0,,0.0,,, HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/11409/11409716.PNG 
2024-07-13 16:03:00,16:03:00,CNR3432150914,Canceled by Driver,CID457392,Prime SUV,Kammanahalli,Rajajinagar,,,,MORE THAN PERMITTED PEOPLE IN THERE,,,217.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-29 17:27:00,17:27:00,CNR7085938387, Success ,CID798958,Bike,Marathahalli, Majestic ,126.0,70.0,,,Yes,Other Issue,464.0,Cash,35.0,3.4,4.5,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-17 07:02:00,07:02:00,CNR2318872659,Success,CID973763,eBike,RT Nagar,Varthur,56.0,80.0,,,No,,496.0,UPI,5.0,4.1,4.6,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/6839/6839867.PNG
2024-07-13 01:38:00,01:38:00, CNR5431498400 ,Success,CID775423,eBike,Bannerghatta Road,Kammanahalli,35.0,75.0,,, No ,,301.0,UPI,42.0,3.5,3.3,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/6839/6839867.PNG
2024-07-27 10:31:00,10:31:00,CNR4194667993,CANCELED BY CUSTOMER,CID849372,Prime Plus,Devanahalli,Bannerghatta Road,,,Driver asked to cancel,,,,788.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
,,,,,,,,,,,,,,,,,,,
2024-07-27 00:15:00,00:15:00, CNR3379658730 ,Success,CID780186,PRIME SEDAN,Devanahalli,Hennur,182.0,80.0,,,No,,235.0,UPI,24.0,4.8,4.7, HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/14183/14183770.PNG 
,,,,,,,,,,,,,,,,,,,
2024-07-26 13:21:00,13:21:00,CNR4761184027,SUCCESS,CID996032, Prime SUV ,BTM Layout,Rajajinagar,294.0,125.0,,, No ,,730.0,UPI,7.0,4.6,4.3,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-31 19:56:00,19:56:00,CNR4025194011,Canceled by Driver,CID389515,Auto,Vijayanagar,Koramangala,,,,Customer was coughing/sick,,,2985.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-08 21:15:00,21:15:00,CNR1420384716,Success,CID272209,PRIME SUV,MG Road,Hulimavu,280.0,110.0,,,No,,338.0,Credit Card,15.0,4.7,3.6,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-17 09:45:00,09:45:00,CNR2353523502,Success,CID199736,Prime Sedan,Devanahalli,CHAMARAJPET,98.0,25.0,,,No,,316.0,Cash,12.0,3.8,3.5,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-31 07:00:00,07:00:00,CNR3009843092,Driver Not Found, CID437545 ,Prime SUV, BTM Layout ,Nagarbhavi,,,,,,,486.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
